Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
120,Hyundai Santro Xing XL eRLX Euro III,Mumbai,2005,102000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5.0,,0.85
4681,Maruti Alto LXi BSII,Hyderabad,2011,28619,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.4
3849,Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,3.25
4139,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2017,43477,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5.0,,38.15
4830,Maruti Esteem Vxi,Chennai,2004,95000,Petrol,Manual,First,15.9 kmpl,1298 CC,null bhp,5.0,,0.8
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,,12.5
1230,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5.0,19.27 Lakh,6.5
3951,Maruti SX4 S Cross DDiS 320 Zeta,Mumbai,2016,38000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,,7.85
3484,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.0
4095,Audi A4 3.0 TDI Quattro,Coimbatore,2015,35463,Diesel,Automatic,First,14.94 kmpl,2967 CC,241.4 bhp,5.0,,25.02
5528,Hyundai i10 Magna 1.2,Delhi,2012,62000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.5
3322,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,6.25
134,Mercedes-Benz SLC 43 AMG,Kolkata,2017,13372,Petrol,Automatic,First,19.0 kmpl,2996 CC,362.07 bhp,2.0,95.04 Lakh,54.0
3499,Mahindra XUV500 W6 2WD,Kochi,2017,41290,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,,10.94
4760,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,9.48
4745,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,11.95
2441,Toyota Etios Liva G,Kolkata,2011,42118,Petrol,Manual,First,18.3 kmpl,1197 CC,null bhp,5.0,,2.19
4209,Honda City i VTEC V,Coimbatore,2017,27279,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,9.47
3977,Maruti Swift Lxi BSIII,Pune,2011,70000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,1.3
511,Hyundai Santro Xing GLS,Hyderabad,2009,80227,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.3
6003,Maruti Celerio VXI,Bangalore,2015,67600,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.0
62,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Delhi,2015,58000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,,26.7
1553,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,5.9
3787,Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,,14.28
5228,Hyundai Santro Xing XL eRLX Euro III,Pune,2005,126000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5.0,,1.2
3044,Hyundai Santro Xing GL,Kolkata,2009,60170,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,,1.15
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.96 Lakh,8.9
4614,BMW X5 X5 M,Chennai,2017,15000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5.0,,70.0
4323,Maruti SX4 ZXI MT BSIV,Pune,2008,85000,Petrol,Manual,First,16.51 kmpl,1586 CC,103.2 bhp,5.0,,2.5
4801,Land Rover Freelander 2 SE,Hyderabad,2011,68000,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,22.0
679,Maruti Ciaz VDI SHVS,Kochi,2017,41217,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.4
3703,Maruti Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.05
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,,12.25
122,Hyundai Verna CRDi 1.6 SX Option,Kolkata,2018,10250,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,14.44 Lakh,10.95
2655,Ford Figo Petrol Titanium,Jaipur,2010,42000,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,2.4
5072,Chevrolet Cruze LTZ AT,Kochi,2016,67774,Diesel,Automatic,First,14.81 kmpl,1998 CC,163.7 bhp,5.0,,8.95
4096,Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,Petrol,Automatic,First,19.16 kmpl,2487 CC,175.67 bhp,5.0,40.62 Lakh,26.11
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,18.5
3652,Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5.0,,3.51
1210,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5.0,,11.6
567,Maruti Swift Dzire VDI,Coimbatore,2016,38461,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.39
5120,Honda City V MT AVN,Chennai,2012,41000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5.0,,4.5
548,Renault Duster 110PS Diesel RxZ,Delhi,2015,73539,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,6.75
2988,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8 kmpl,2494 CC,102 bhp,8.0,,5.1
864,Jaguar XF 2.2 Litre Luxury,Coimbatore,2015,44194,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,32.8
4554,BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,62.11 Lakh,27.0
1392,Renault Duster 85PS Diesel RxL,Coimbatore,2015,64677,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,5.67
4509,Honda City 1.5 S MT,Delhi,2012,65055,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,4.25
5821,Maruti Swift ZXI ABS,Coimbatore,2012,78212,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,5.35
2209,BMW 5 Series 2013-2017 520d M Sport,Pune,2018,7000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,46.0
2067,Maruti Swift Dzire VXi,Pune,2008,56230,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2.4
4974,Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.7
720,Chevrolet Beat Diesel LT,Bangalore,2012,40700,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.65
4449,Hyundai Elite i20 Petrol Asta,Kochi,2016,56911,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.54
4453,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,,1.65
690,Maruti Alto K10 VXI AGS,Hyderabad,2017,25058,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,3.95
602,Maruti Omni 8 Seater BSII,Pune,2010,60000,Petrol,Manual,First,19.7 kmpl,796 CC,35 bhp,8.0,,1.45
4581,Audi Q3 2.0 TDI,Hyderabad,2013,105000,Diesel,Automatic,First,17.32 kmpl,1968 CC,150 bhp,5.0,,19.0
2666,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,,4.8
2227,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,56409,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.63
5320,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,,6.15
4374,Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,54268,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.67
503,Toyota Fortuner 4x4 AT,Delhi,2017,25000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,32.0
4512,Maruti Swift Dzire LXI,Kochi,2013,59350,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,4.16
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,10.6
1859,Honda City i VTEC VX Option,Ahmedabad,2018,14000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,11.25
3045,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,11200,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,37.5
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,,0.55
5166,Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,42.4 Lakh,27.0
4137,Hyundai i10 Magna 1.2 iTech SE,Kolkata,2012,31000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.25
1361,Maruti Alto 800 2016-2019 VXI,Mumbai,2019,171,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,3.6
5066,Honda CR-V RVi MT,Jaipur,2008,100009,Petrol,Manual,Second,13.1 kmpl,1997 CC,141.1 bhp,5.0,,6.5
1526,Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,Diesel,Manual,First,17.72 kmpl,1968 CC,108.49 bhp,5.0,,7.99
2876,Audi A6 35 TDI Matrix,Delhi,2014,56000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,59.38 Lakh,24.0
2181,Maruti Alto LXi,Mumbai,2008,26299,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.2
3839,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.8 kmpl,2720 CC,190 bhp,7.0,,14.0
2304,BMW X1 sDrive 20d Sportline,Delhi,2015,49000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,22.99
1992,Maruti Ertiga VDI,Hyderabad,2012,82085,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,6.5
3893,Honda City 1.5 V MT,Delhi,2009,79782,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,2.6
3023,Hyundai Verna 1.6 SX,Hyderabad,2014,39791,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,7.49
3571,Honda City 1.5 V MT,Bangalore,2011,65000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.2
945,Hyundai Elantra CRDi SX,Coimbatore,2015,53615,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,,8.44
4727,Mahindra XUV500 W8 2WD,Kolkata,2013,55886,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,7.25
5798,Renault Pulse RxL,Hyderabad,2014,48425,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5.0,,3.4
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.1
1872,Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,4.71 Lakh,2.9
2195,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.29 Lakh,3.6
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.4 Lakh,20.25
68,Maruti Ertiga SHVS VDI,Pune,2016,63000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,8.15
4402,Honda City i VTEC VX,Kolkata,2016,39000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,6.95
736,Tata Safari Storme 2012-2015 LX,Kochi,2015,40611,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7.0,,8.15
1598,Tata Xenon XT EX 4X2,Jaipur,2017,1000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,5.0,,7.5
2378,Honda Mobilio S i DTEC,Coimbatore,2017,50808,Diesel,Manual,Second,24.2 kmpl,1498 CC,98.6 bhp,7.0,,6.68
3002,Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,6.99 Lakh,2.8
4705,Maruti Alto 800 VXI,Coimbatore,2016,18043,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,4.12
1503,Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,7.79
5493,Hyundai i10 Sportz,Kochi,2012,57184,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.09
150,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,48214,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,23.32
756,Honda Jazz VX,Kochi,2018,20024,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,9.1 Lakh,8.46
5987,Tata Tiago 1.2 Revotron XT,Kochi,2017,15386,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,5.56 Lakh,5.11
5108,Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,,4.6
1703,Toyota Fortuner 4x2 AT,Delhi,2013,65000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,16.5
5480,Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.25
2115,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5.0,,1.0
169,Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,33.66
2166,Honda Brio 1.2 VX MT,Kochi,2014,41460,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.63 Lakh,3.95
376,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5.0,,7.1
2045,Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,2009,55000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5.0,,2.4
859,Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.77
1840,Honda Amaze S i-Dtech,Delhi,2013,90000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.8
4046,Tata Indica Vista TDI LX,Jaipur,2012,90000,Diesel,Manual,First,19.4 kmpl,1405 CC,70 bhp,5.0,,2.5
5438,Ford Endeavour XLT TDCi 4X4,Mumbai,2007,116000,Diesel,Manual,Third,10.9 kmpl,2499 CC,null bhp,7.0,,3.75
378,Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5.0,,26.0
5650,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,4.43 Lakh,2.2
2576,Mahindra Ssangyong Rexton RX7,Kochi,2014,91586,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7.0,,9.47
1294,Honda City 1.3 DX,Delhi,2009,55005,Petrol,Manual,First,12.8 kmpl,,,,,3.2
1876,Maruti Swift Dzire VXI,Kolkata,2014,48800,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,4.25
1432,Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,25095,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,6.48
3926,Maruti Ignis 1.3 Zeta,Mumbai,2017,19000,Diesel,Manual,First,26.8 kmpl,1248 CC,74 bhp,5.0,,5.91
4201,Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2011,77000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.9
4383,Hyundai i10 Sportz,Hyderabad,2016,19947,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.5
1779,Mahindra XUV500 W8 2WD,Kochi,2014,70963,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.83
4020,Maruti Swift VDI BSIV,Kolkata,2013,115195,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,3.85
3248,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.32
4591,Audi A4 35 TDI Technology Edition,Kochi,2019,38163,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,32.91
3559,Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7.0,,9.5
841,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,10.75
2586,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11 kmpl,1968 CC,174.33 bhp,5.0,,20.04
1189,Honda City V MT,Chennai,2014,30000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5.0,,6.0
175,Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,,4.45
5967,Maruti Ertiga VXI,Bangalore,2014,42000,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7.0,,5.94
927,Hyundai Creta 1.6 CRDi SX,Kolkata,2015,43000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,9.25
3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5 kmpl,1498 CC,88.7 bhp,5.0,,6.0
45,Toyota Corolla Altis G AT,Mumbai,2016,52001,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,10.11
1260,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,51944,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,32.5
1096,Mahindra XUV300 W8 Diesel,Chennai,2012,97000,Diesel,Manual,First,20.0 kmpl,1497 CC,115 bhp,5.0,12.79 Lakh,7.25
1443,Maruti Alto K10 VXI,Hyderabad,2016,10000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.53 Lakh,3.5
2118,Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,10.25
2944,Tata Manza Aura Quadrajet,Hyderabad,2010,76000,Diesel,Manual,First,18.8 kmpl,1248 CC,90 bhp,5.0,,2.7
1187,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,15.14 Lakh,7.2
5465,Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.44 Lakh,3.85
2673,Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,15.5
1030,Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,36.69 Lakh,13.28
2268,Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2013,25984,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,5.35
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,8.26
2536,Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5.0,14.22 Lakh,11.92
1472,Hyundai Elantra 2.0 SX Option AT,Delhi,2017,9500,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5.0,21.77 Lakh,16.35
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,2.95
5974,Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,2016,34005,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,8.09 Lakh,5.75
3927,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5.0,11.56 Lakh,8.25
4766,Volkswagen Vento Diesel Highline,Chennai,2012,55000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.9
3362,BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,17.5
1813,Hyundai i20 Sportz Petrol,Mumbai,2010,73000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.75
3905,Toyota Camry Hybrid,Delhi,2014,67000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5.0,,18.75
3692,Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5.0,,1.49
4151,Chevrolet Enjoy 1.3 TCDi LTZ 8,Chennai,2014,45000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.74 bhp,8.0,,4.75
1862,Honda City 1.5 S MT,Delhi,2011,68000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.6
4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,92.79 Lakh,65.0
3807,Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,80000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5.0,,2.2
5683,Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,7.5
2287,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,90121,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.2
2622,Renault Duster 85PS Diesel RxE,Pune,2016,54000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,11.27 Lakh,6.5
4003,Jaguar XF 2.2 Litre Luxury,Mumbai,2018,3000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,52.5
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,Manual,Second,15.8 kmpl,1499 CC,110 bhp,5.0,,6.5
5972,Hyundai Santro Xing GL,Mumbai,2008,65000,Petrol,Manual,Second,0.0 kmpl,1086 CC,62 bhp,5.0,,1.39
4852,Ford Figo Diesel EXI,Chennai,2010,107389,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,1.9
2410,Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.47 Lakh,9.0
5478,Honda City i DTEC SV,Kochi,2015,64465,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,6.22
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5.0,,1.85
507,Honda Mobilio S i VTEC,Mumbai,2015,25000,Petrol,Manual,Second,17.3 kmpl,1497 CC,117.3 bhp,7.0,,4.25
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.02 Lakh,9.3
99,Volkswagen Polo Petrol Highline 1.6L,Delhi,2010,62001,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,5.0,,2.65
4761,Maruti Wagon R LXI,Jaipur,2004,62000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.25
744,Volkswagen Vento Petrol Highline,Kochi,2012,121377,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.8
2705,Hyundai Santro Xing GLS,Hyderabad,2008,68282,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.25
5566,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,,12.15
1375,Honda City 1.5 S AT,Bangalore,2016,36000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,9.45
3939,Mercedes-Benz S-Class 320 L,Mumbai,2006,30000,Petrol,Manual,First,13.0 kmpl,2987 CC,210 bhp,5.0,,10.75
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5.0,56.97 Lakh,41.5
3558,Ford Figo Diesel ZXI,Delhi,2014,66000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.47
1973,Maruti Swift Dzire VXI,Hyderabad,2012,65097,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,4.7
